"tract","Name","Household_Income_at_Age_35_rP_gP_pall","Incarceration_Rate_rP_gP_pall","Teenage_Birth_Rate_women_only_rP_gP_pall","Individual_Income_Excluding_Spouse_at_Age_35_rP_gP_pall","Fraction_Married_at_Age_35_rP_gP_pall","Spouse's_Income_at_Age_35_rP_gP_pall","Employment_Rate_at_Age_35_rP_gP_pall","High_School_Graduation_Rate_rP_gP_pall","College_Graduation_Rate_rP_gP_pall","Hours_Worked_Per_Week_at_Age_35_rP_gP_pall","Hourly_Wage_$/hour_at_Age_35_rP_gP_pall","Frac._in_Top_20%_Based_on_Household_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Household_Income_rP_gP_pall","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Indiv._Income_rP_gP_pall","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall","%_Staying_in_Same_Tract_as_Adults_rP_gP_pall","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Individual_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Household_Income_for_U.S._Natives_rP_gP_pall","Household_Income_for_Immigrants_rP_gP_pall","Individual_Income_for_U.S._Natives_rP_gP_pall","Individual_Income_for_Immigrants_rP_gP_pall","Number_of_Children_rP_gP_pall"
6065044200,"Banning, CA",29065,0.0193,,21902,0.2775,35123,0.6981,,,,,0.0743,,0.1098,,0.7669,0.2695,29196,22732,,,,,1840
6065044300,"Banning, CA",35432,0.011,,24274,0.3816,35859,0.7269,,,,,0.1205,,0.1432,,0.7403,0.2262,36152,25721,,,,,1234
6065044402,"Anza, CA",41325,0.0162,,29088,0.4766,35188,0.7429,,,,,0.1786,,0.2295,,0.5671,0.1443,41483,31060,,,,,1198
6065044404,"Idyllwild, Idyllwild-Pine Cove, CA",40267,0,,25653,0.4931,37651,0.7539,,,,,0.1211,,0.1319,,0.5935,0.2139,44808,26066,,,,,346
6065044405,"Idyllwild, Idyllwild-Pine Cove, CA",44399,0.0023,,30823,0.3391,,0.7635,,,,,0.1106,,0.2787,,0.7339,0.1584,38406,27316,,,,,440
6065044521,"Whitewater, CA",23783,0.0002,,17519,0.2616,,0.7255,,,,,0.0344,,0.1349,,0.6905,0.2422,21759,16900,,,,,175
6065046500,"University, Riverside, CA",33771,0.0142,,26492,0.3403,35543,0.713,,,,,0.1385,,0.1601,,0.7793,0.1549,33104,26314,,,,,753
6065046601,"Norco, CA",57378,0,,35333,0.4608,49450,0.7858,,,,,0.3402,,0.3166,,0.6983,0.1224,65483,39017,,,,,251
6065046602,"Norco, CA",51033,0.0041,,32965,0.5423,41529,0.7717,,,,,0.2653,,0.2763,,0.6977,0.1712,51512,33754,,,,,993
6065046700,"Moreno Valley, CA",29607,0.0231,,21494,0.3211,33029,0.6988,,,,,0.0887,,0.1376,,0.7169,0.1825,28340,20388,,,,,1232
6065046800,"Moreno Valley, CA",40731,0.0103,,28751,0.4114,39006,0.7518,,,,,0.1483,,0.1897,,0.7697,0.1848,41135,29239,,,,,2361
6065047900,"Corona, CA",48297,0.0129,,32759,0.4526,41982,0.7472,,,,,0.2725,,0.2738,,0.7444,0.1924,48314,33609,,,,,2235
6065048100,"Corona, CA",51511,0.0115,,30384,0.5331,43297,0.6975,,,,,0.3068,,0.2449,,0.7206,0.1375,53350,31554,,,,,484
6065048200,"Corona, CA",45151,0.0071,,32393,0.42,39341,0.7825,,,,,0.2151,,0.2705,,0.7735,0.2323,45489,33239,,,,,1258
6065048300,"Moreno Valley, CA",35633,0.0087,,25877,0.3352,35897,0.7298,,,,,0.1068,,0.1451,,0.7286,0.1948,35124,24873,,,,,1147
6065048700,"Moreno Valley, CA",35759,0.0073,,26677,0.3545,37066,0.7564,,,,,0.1487,,0.1997,,0.6791,0.1712,34883,26367,,,,,777
6065048800,"Moreno Valley, CA",35216,0.0237,,27310,0.326,32649,0.7569,,,,,0.1298,,0.1887,,0.7677,0.1942,36806,28044,,,,,782
6065048901,"Moreno Valley, CA",40470,0.012,,30067,0.4048,35986,0.7724,,,,,0.1695,,0.1907,,0.7901,0.1737,40799,30600,,,,,659
6065048902,"Moreno Valley, CA",35670,0.0092,,25667,0.3636,37636,0.7303,,,,,0.111,,0.1665,,0.7761,0.17,36450,26344,,,,,1032
6065049000,"Moreno Valley, CA",40701,0.0122,,29600,0.3851,38524,0.7794,,,,,0.1594,,0.2075,,0.7527,0.1828,40872,30512,,,,,1428
6065050900,"Canyon Crest, Riverside, CA",45629,0.012,,32233,0.4795,36060,0.7796,,,,,0.2148,,0.2576,,0.7191,0.1775,45219,33367,,,,,936
6065051100,"Moreno Valley, CA",37607,0.0139,,28821,0.3471,35551,0.7682,,,,,0.1272,,0.1895,,0.7586,0.2101,37993,30150,,,,,1072
6065051300,"San Jacinto, CA",40222,0.0158,,28331,0.4565,33605,0.7343,,,,,0.1534,,0.1863,,0.7162,0.192,38497,27959,,,,,677
6065941500,"Hemet, CA",43746,0.0067,,29253,0.4619,34747,0.7362,,,,,0.1942,,0.211,,0.7014,0.1667,41958,28766,,,,,830
6065980004,"Mission Grove, Riverside, CA",,,,,,,,,,,,,,,,,,,,,,,,
6071000103,"Chino Hills, CA",49693,0.0038,,34767,0.4623,43163,0.776,,,,,0.2941,,0.3312,,0.7865,0.1994,48828,34885,,,,,1553
6071000104,"Chino Hills, CA",56814,0.0034,,37468,0.4874,44416,0.7728,,,,,0.3371,,0.3831,,0.7878,0.2354,56485,37889,,,,,1921
6071000105,"Chino Hills, CA",59306,0.0011,,38017,0.5245,47728,0.794,,,,,0.384,,0.3615,,0.7773,0.254,58142,38452,,,,,2208
6071000107,"Chino Hills, CA",52616,0.0107,,34280,0.5036,42959,0.7909,,,,,0.2952,,0.2945,,0.7439,0.2272,52985,36813,,,,,1002
6071000108,"Chino Hills, CA",54748,0.0017,,36155,0.5282,43182,0.8027,,,,,0.3343,,0.3276,,0.7336,0.1814,54479,37441,,,,,1596
6071000109,"Chino Hills, CA",51199,0.0045,,33553,0.5033,40909,0.7819,,,,,0.2774,,0.2743,,0.7419,0.2088,51000,34215,,,,,2314
6071000111,"Chino Hills, CA",56448,0.002,,36139,0.5177,50477,0.7766,,,,,0.352,,0.3654,,0.7422,0.1692,57379,36055,,,,,645
6071000113,"Los Serranos, Chino Hills, CA",42169,0.011,,29389,0.4254,38870,0.749,,,,,0.1866,,0.2036,,0.7858,0.2101,42755,30054,,,,,3484
6071000115,"Chino Hills, CA",50044,0.0004,,33127,0.4679,44233,0.7499,,,,,0.2668,,0.2854,,0.7731,0.2104,48941,33712,,,,,1460
6071000116,"Chino Hills, CA",50786,0.0084,,35341,0.4641,41022,0.7829,,,,,0.2683,,0.3118,,0.769,0.2004,50532,35614,,,,,2227
6071000117,"Chino Hills, CA",56123,0.0038,,35947,0.5084,44132,0.7825,,,,,0.3432,,0.3342,,0.7505,0.1807,55104,35487,,,,,2350
6071000118,"Chino Hills, CA",59031,0,,38309,0.4751,47803,0.7873,,,,,0.3824,,0.3813,,0.7801,0.2447,59019,38304,,,,,1533
6071000201,"Montclair, CA",36238,0.0136,,26026,0.3936,36791,0.7491,,,,,0.1235,,0.167,,0.8494,0.249,37862,27332,,,,,1467
6071000203,"Montclair, CA",38982,0.0129,,29621,0.3506,34099,0.7988,,,,,0.1249,,0.1679,,0.7882,0.2386,38354,29399,,,,,1365
6071000205,"Montclair, CA",40637,0.0072,,28872,0.3927,36812,0.7641,,,,,0.1729,,0.21,,0.8076,0.2571,41392,29878,,,,,1445
6071000207,"Montclair, CA",39709,0.0075,,28256,0.3753,39725,0.76,,,,,0.1344,,0.1575,,0.8368,0.2964,40610,30042,,,,,1413
6071000208,"Montclair, CA",38973,0.0153,,27076,0.4336,35003,0.7457,,,,,0.1533,,0.1435,,0.8191,0.2556,39875,28318,,,,,1258
6071000301,"Montclair, CA",33132,0.0215,,25458,0.3214,34649,0.7337,,,,,0.1011,,0.1365,,0.835,0.2199,34778,27423,,,,,2952
6071000303,"Pomona, CA",36174,0.0069,,25783,0.4099,34115,0.684,,,,,0.1191,,0.1644,,0.8457,0.2199,39856,28374,,,,,2433
6071000304,"Ontario, CA",39964,0.0065,,27087,0.4251,39529,0.7419,,,,,0.1599,,0.1927,,0.802,0.2397,42103,28700,,,,,1406
6071000401,"Chino, CA",46518,0.0051,,30059,0.4953,40180,0.7509,,,,,0.2258,,0.2215,,0.787,0.2258,47111,30343,,,,,2113
6071000403,"Chino, CA",47975,0.0124,,32799,0.4842,39552,0.788,,,,,0.265,,0.2626,,0.7607,0.2012,47880,33280,,,,,1140
6071000404,"Chino, CA",44747,0.0126,,32025,0.4532,34221,0.7369,,,,,0.2215,,0.2523,,0.7767,0.2465,45743,33115,,,,,1078
6071000501,"Chino, CA",44846,0.0036,,30479,0.4711,40096,0.7612,,,,,0.2126,,0.226,,0.7985,0.2322,45428,30949,,,,,2199
6071000503,"Chino, CA",41200,0.0078,,28634,0.4049,39451,0.7417,,,,,0.1771,,0.2133,,0.7416,0.1818,40827,29051,,,,,1708
6071000504,"Chino, CA",45862,0.0086,,30035,0.4622,43480,0.7399,,,,,0.2201,,0.2259,,0.8165,0.2545,45967,31015,,,,,1766
6071000603,"Chino, CA",44917,0.0093,,31209,0.4627,39722,0.7822,,,,,0.2246,,0.2312,,0.7607,0.2126,45689,32889,,,,,1700
6071000604,"Chino, CA",41196,0.0183,,29621,0.4211,37598,0.7558,,,,,0.1686,,0.201,,0.813,0.2442,41315,29818,,,,,1733
6071000605,"Chino, CA",31699,0.0145,,23415,0.3324,33184,0.7047,,,,,0.0877,,0.1384,,0.8588,0.3097,34503,25570,,,,,1655
6071000606,"Chino, CA",37814,0.0149,,27553,0.3598,37968,0.7374,,,,,0.1352,,0.1729,,0.8064,0.2234,38194,28445,,,,,1372
6071000804,"Upland, CA",55456,0.0062,,34816,0.5094,48169,0.756,,,,,0.3411,,0.3471,,0.6484,0.1452,54158,34147,,,,,761
6071000808,"Upland, CA",42563,0.0097,,28832,0.448,38288,0.7428,,,,,0.1953,,0.2177,,0.7717,0.2093,41401,28780,,,,,1679
6071000812,"Rancho Cucamonga, CA",43668,0.012,,29860,0.4877,35323,0.7641,,,,,0.2095,,0.2261,,0.7389,0.2003,43121,29638,,,,,1004
6071000813,"Upland, CA",59484,0.0027,,37035,0.5227,49061,0.7751,,,,,0.3536,,0.342,,0.6854,0.1524,59149,37555,,,,,987
6071000814,"Upland, CA",60003,0.0042,,39730,0.5174,47731,0.814,,,,,0.3666,,0.3816,,0.7081,0.1673,60215,40309,,,,,1096
6071000815,"Upland, CA",56597,0.0018,,36248,0.5248,48495,0.7883,,,,,0.3357,,0.3352,,0.713,0.2062,52675,35871,,,,,851
6071000816,"Upland, CA",53518,0.0006,,34776,0.5311,39475,0.7789,,,,,0.3101,,0.3151,,0.7064,0.1569,51802,34767,,,,,928
6071000817,"Upland, CA",52511,0,,36060,0.479,40609,0.8251,,,,,0.2987,,0.318,,0.7092,0.169,51039,36238,,,,,794
6071000818,"Upland, CA",51205,0.0084,,33085,0.5227,40360,0.756,,,,,0.2598,,0.2939,,0.737,0.1742,51917,33748,,,,,1320
6071000819,"Upland, CA",53493,0.0019,,36269,0.5072,37790,0.7945,,,,,0.2916,,0.3472,,0.7159,0.1646,49825,35118,,,,,820
6071000820,"Upland, CA",58980,0.0018,,37904,0.5345,45036,0.7742,,,,,0.3615,,0.3636,,0.7341,0.2057,59394,39195,,,,,638
6071000821,"Upland, CA",39035,0.0132,,28304,0.3513,34700,0.7901,,,,,0.1466,,0.2013,,0.7766,0.1535,41920,32097,,,,,852
6071000823,"Upland, CA",41604,0.0127,,29219,0.4174,38990,0.7298,,,,,0.1957,,0.2339,,0.72,0.1551,39377,28123,,,,,1589
6071000824,"Upland, CA",39355,0.0133,,27099,0.4056,38518,0.7266,,,,,0.1599,,0.2027,,0.7223,0.1433,38465,28154,,,,,1215
6071000825,"Upland, CA",33944,0.0162,,23397,0.3621,37352,0.7215,,,,,0.1184,,0.1409,,0.7538,0.1447,33193,23352,,,,,1221
6071000826,"Upland, CA",39590,0.0085,,26887,0.4239,37598,0.7393,,,,,0.1567,,0.1954,,0.7891,0.209,40796,28280,,,,,1275
6071000901,"Upland, CA",36702,0.0127,,25936,0.4122,32807,0.7559,,,,,0.1406,,0.1723,,0.8079,0.2148,36110,26293,,,,,1324
6071000903,"Upland, CA",33869,0.0224,,24463,0.3177,38467,0.713,,,,,0.1114,,0.1388,,0.7675,0.1884,33213,24626,,,,,1248
6071000904,"Upland, CA",33975,0.0135,,22913,0.382,39658,0.6943,,,,,0.1293,,0.1365,,0.8294,0.19,36513,25090,,,,,935
6071001001,"Ontario, CA",34900,0.0171,,25703,0.3764,33042,0.7284,,,,,0.1096,,0.1585,,0.7884,0.2065,36779,27050,,,,,1798
6071001002,"Ontario, CA",34819,0.0248,,24687,0.3523,39401,0.7116,,,,,0.1004,,0.1252,,0.8463,0.2403,36282,25885,,,,,1992
6071001101,"Ontario, CA",31459,0.0175,,22471,0.3706,31768,0.7001,,,,,0.0875,,0.1244,,0.7973,0.1601,34726,25657,,,,,1140
6071001103,"Ontario, CA",35198,0.0173,,23926,0.3801,36929,0.7564,,,,,0.1295,,0.1248,,0.7666,0.2547,33795,23014,,,,,1114
6071001104,"Ontario, CA",40647,0.013,,28691,0.4457,36777,0.7853,,,,,0.1635,,0.1837,,0.7597,0.1877,39987,29490,,,,,1409
6071001200,"Ontario, CA",39440,0.006,,29214,0.3914,34760,0.7849,,,,,0.1346,,0.1917,,0.7953,0.2514,39625,29762,,,,,1240
6071001305,"Ontario, CA",31351,0.0194,,24129,0.3405,31300,0.7449,,,,,0.0713,,0.1174,,0.853,0.2847,32399,25646,,,,,1935
6071001307,"Ontario, CA",34588,0.0122,,24958,0.376,36083,0.7382,,,,,0.1151,,0.1398,,0.8396,0.2728,35456,26291,,,,,1506
6071001308,"Ontario, CA",35094,0.0101,,24578,0.3726,33512,0.7346,,,,,0.0929,,0.1429,,0.8382,0.2326,36229,25958,,,,,1845
6071001309,"Upland, CA",33039,0.0144,,24477,0.3232,37320,0.739,,,,,0.0859,,0.1171,,0.8368,0.279,34547,25654,,,,,1615
6071001310,"Ontario, CA",35595,0.0072,,25466,0.3848,34812,0.7502,,,,,0.1057,,0.123,,0.8397,0.2615,38168,27146,,,,,1959
6071001311,"Rancho Cucamonga, CA",41711,0.0161,,29167,0.4028,42509,0.7789,,,,,0.1674,,0.1981,,0.7583,0.2233,42444,30416,,,,,818
6071001312,"Ontario, CA",38505,0.0129,,28430,0.3614,40519,0.7521,,,,,0.1588,,0.1981,,0.8042,0.2083,39565,29222,,,,,1173
6071001400,"Ontario, CA",34158,0.0034,,25165,0.3573,35626,0.6788,,,,,0.1277,,0.1449,,0.8065,0.204,34581,25761,,,,,653
6071001501,"Ontario, CA",34199,0.0246,,25771,0.368,33176,0.7025,,,,,0.0709,,0.1288,,0.8521,0.2865,36947,27998,,,,,1438
6071001503,"Ontario, CA",27239,0.0178,,20303,0.2908,30343,0.6664,,,,,0.0452,,0.0793,,0.8599,0.2324,30023,22626,,,,,1488
6071001504,"Ontario, CA",34110,0.0142,,24709,0.3548,35007,0.6934,,,,,0.1167,,0.151,,0.7689,0.165,35050,26048,,,,,2014
6071001600,"Ontario, CA",28878,0.023,,21217,0.3099,30975,0.6935,,,,,0.0479,,0.0929,,0.8589,0.2768,31318,23531,,,,,2842
6071001702,"Ontario, CA",41325,0.0072,,29161,0.4344,37321,0.7573,,,,,0.1874,,0.2052,,0.7803,0.2172,41959,29957,,,,,1432
6071001703,"Chino, CA",46138,0.0106,,31714,0.4752,40533,0.7735,,,,,0.2253,,0.2407,,0.796,0.2452,45440,31599,,,,,1556
6071001704,"Ontario, CA",43331,0.0066,,30421,0.4341,37071,0.7748,,,,,0.1731,,0.2065,,0.836,0.2283,44825,31932,,,,,1740
6071001706,"Ontario, CA",33925,0.0115,,24383,0.3774,35595,0.7386,,,,,0.1023,,0.1382,,0.8135,0.2397,36447,26459,,,,,2144
6071001707,"Ontario, CA",39460,0.0143,,27765,0.3982,38618,0.7422,,,,,0.1511,,0.1861,,0.8439,0.2849,39871,28865,,,,,2053
6071001803,"Ontario, CA",35712,0.0109,,25433,0.3651,35455,0.7248,,,,,0.1501,,0.1313,,0.8192,0.2261,37203,26201,,,,,630
6071001804,"Ontario, CA",41762,0.0083,,30439,0.4133,38419,0.803,,,,,0.1603,,0.207,,0.8223,0.2563,42257,30948,,,,,1783
6071001806,"Ontario, CA",47031,0.0018,,31979,0.4638,40038,0.7685,,,,,0.235,,0.2614,,0.7978,0.2591,46447,32272,,,,,1649
6071001808,"Ontario, CA",42919,0.011,,31209,0.4163,35892,0.7884,,,,,0.1798,,0.2396,,0.8281,0.231,44165,32286,,,,,1529
6071001809,"Ontario, CA",41853,0.0242,,28593,0.4416,37698,0.742,,,,,0.1923,,0.1969,,0.8137,0.2312,41847,29274,,,,,1551
6071001810,"Ontario, CA",37957,0.0114,,28784,0.3626,38087,0.77,,,,,0.1383,,0.1612,,0.8364,0.243,39461,30115,,,,,1743
6071001812,"Ontario, CA",31433,0.0101,,20952,0.3829,34574,0.6929,,,,,0.0779,,0.0787,,0.8293,0.2518,34638,23710,,,,,1675
6071001813,"Ontario, CA",30129,0.0129,,22411,0.3165,30950,0.7209,,,,,0.0628,,0.0879,,0.8543,0.3035,32761,25083,,,,,1773
6071001901,"Chino, CA",51581,0.0056,,34184,0.4864,42980,0.8047,,,,,0.2768,,0.2759,,0.8117,0.2246,50733,34530,,,,,1165
6071001903,"Chino, CA",49296,0.0113,,30549,0.5714,40186,0.7508,,,,,0.2456,,0.2588,,0.7387,0.1989,54754,33877,,,,,1626
6071001905,"Ontario, CA",48808,0.0052,,33352,0.4704,38739,0.7567,,,,,0.2502,,0.2741,,0.8406,0.2102,48701,33499,,,,,1294
6071001906,"Ontario, CA",41799,0.0066,,30459,0.3803,42462,0.7676,,,,,0.1911,,0.2378,,0.8009,0.2276,41851,31013,,,,,1430
6071002010,"Hunter's Ridge, Fontana, CA",44746,0.0181,,32115,0.4199,37586,0.7762,,,,,0.1921,,0.253,,0.7767,0.2441,44406,32239,,,,,1667
6071002011,"Rancho Cucamonga, CA",52551,0.0049,,33278,0.5081,44005,0.7707,,,,,0.2726,,0.2936,,0.7397,0.2104,50216,32938,,,,,1110
6071002013,"Rancho Cucamonga, CA",55207,0.0063,,35276,0.5559,42667,0.7721,,,,,0.3247,,0.325,,0.7431,0.19,55473,35602,,,,,1165
6071002014,"Rancho Cucamonga, CA",56201,0.0045,,36316,0.5347,41359,0.7806,,,,,0.324,,0.3358,,0.7308,0.2,55361,36016,,,,,1342
6071002015,"Rancho Cucamonga, CA",47489,0.0057,,31471,0.4668,40981,0.7653,,,,,0.2429,,0.2559,,0.7708,0.1443,46876,32387,,,,,1509
6071002016,"Rancho Cucamonga, CA",43460,0.0114,,30947,0.4359,39253,0.7561,,,,,0.1834,,0.2218,,0.78,0.2151,40965,29920,,,,,1227
6071002017,"Rancho Cucamonga, CA",55912,0.0052,,35199,0.5519,42319,0.7573,,,,,0.3473,,0.3414,,0.7428,0.1732,56739,35846,,,,,1683
6071002018,"Rancho Cucamonga, CA",51111,0.0033,,33445,0.5019,40321,0.7828,,,,,0.2693,,0.2847,,0.7569,0.1744,51101,33519,,,,,1543
6071002019,"Rancho Cucamonga, CA",49828,0.0106,,33635,0.469,41814,0.7752,,,,,0.2728,,0.2861,,0.7427,0.1485,49963,34468,,,,,1016
6071002021,"Rancho Cucamonga, CA",50981,0.0051,,34029,0.4573,43442,0.7602,,,,,0.2818,,0.3146,,0.7481,0.1969,50117,34096,,,,,1111
6071002022,"Etiwanda, Rancho Cucamonga, CA",53405,0.0015,,34782,0.496,42900,0.7639,,,,,0.2948,,0.3282,,0.7586,0.1939,52663,34318,,,,,2441
6071002023,"Rancho Cucamonga, CA",45121,0.0084,,31226,0.4314,39372,0.7761,,,,,0.2311,,0.2459,,0.7635,0.1702,45973,32795,,,,,1371
6071002025,"Rancho Cucamonga, CA",49495,0.0026,,31664,0.4827,42946,0.7684,,,,,0.238,,0.2513,,0.7568,0.1881,50166,33421,,,,,1354
6071002027,"Rancho Cucamonga, CA",45443,0.0124,,32051,0.4523,39810,0.8023,,,,,0.2062,,0.2283,,0.7877,0.185,46594,32479,,,,,1485
6071002028,"Rancho Cucamonga, CA",43606,0.006,,30200,0.4334,41820,0.7748,,,,,0.197,,0.222,,0.7964,0.2214,43064,30404,,,,,1414
6071002029,"Rancho Cucamonga, CA",53016,0.0015,,33462,0.5329,42038,0.7832,,,,,0.285,,0.2809,,0.7856,0.2034,54065,34691,,,,,1218
6071002031,"Rancho Cucamonga, CA",53006,0.0049,,35543,0.4866,42007,0.8,,,,,0.2897,,0.3214,,0.7546,0.1954,52436,36025,,,,,1259
6071002033,"Rancho Cucamonga, CA",48972,0.0114,,31879,0.479,41771,0.7531,,,,,0.2471,,0.2585,,0.7229,0.2127,48244,32494,,,,,1537
6071002034,"Rancho Cucamonga, CA",43386,0.0051,,30093,0.4503,40066,0.7575,,,,,0.2299,,0.2444,,0.7732,0.2124,42951,31176,,,,,2759
6071002035,"Rancho Cucamonga, CA",46089,0.0119,,31656,0.4469,39093,0.7643,,,,,0.2235,,0.2591,,0.759,0.185,45751,32890,,,,,1179
6071002036,"Rancho Cucamonga, CA",42952,0.0056,,30860,0.4131,41438,0.7993,,,,,0.1923,,0.2223,,0.7437,0.1637,42703,30998,,,,,1997
6071002037,"West End, Fontana, CA",45003,0.0116,,32537,0.4074,37966,0.7768,,,,,0.2063,,0.2539,,0.7849,0.2292,45650,33261,,,,,2325
6071002038,"West End, Fontana, CA",44720,0.0064,,31736,0.411,42094,0.7753,,,,,0.2124,,0.2719,,0.7898,0.2038,45339,31775,,,,,1612
6071002101,"Rancho Cucamonga, CA",36339,0.0093,,26743,0.4154,31356,0.7666,,,,,0.1014,,0.1719,,0.8094,0.2553,36590,27771,,,,,986
6071002103,"Rancho Cucamonga, CA",40749,0.0177,,28696,0.4333,36792,0.7389,,,,,0.1735,,0.2041,,0.7473,0.1578,39365,28060,,,,,1041
6071002105,"Rancho Cucamonga, CA",37819,0.0125,,27811,0.3755,37542,0.7613,,,,,0.1493,,0.1604,,0.7962,0.2199,37970,28206,,,,,1129
6071002107,"Rancho Cucamonga, CA",38453,0.013,,26735,0.4114,37724,0.7339,,,,,0.1624,,0.1925,,0.7664,0.2141,38039,26455,,,,,1114
6071002109,"Ontario, CA",34274,0.0067,,25149,0.3126,35489,0.7747,,,,,0.1234,,0.1299,,0.7494,0.1683,35321,26731,,,,,1037
6071002110,"Rancho Cucamonga, CA",35859,0.0127,,25838,0.3236,40364,0.7163,,,,,0.113,,0.1766,,0.8137,0.1967,36491,26918,,,,,1573
6071002204,"Fontana, CA",31635,0.016,,23038,0.3516,32632,0.6839,,,,,0.0851,,0.1406,,0.8339,0.2244,32447,24008,,,,,2022
6071002206,"Ontario, CA",41571,0.0142,,28187,0.4391,41978,0.7441,,,,,0.1783,,0.1941,,0.8079,0.2334,42480,29197,,,,,2232
6071002207,"Fontana, CA",36455,0.0293,,27612,0.3333,37186,0.768,,,,,0.1349,,0.189,,0.7867,0.173,36507,27697,,,,,549
6071002301,"Fontana, CA",36850,0.007,,26847,0.3791,36657,0.7452,,,,,0.1152,,0.166,,0.8145,0.258,37344,27806,,,,,2680
6071002304,"California Landings, Fontana, CA",39469,0.0136,,28371,0.3754,38461,0.7331,,,,,0.1738,,0.207,,0.7886,0.251,38703,28731,,,,,3058
6071002305,"Rancho Fontana, Fontana, CA",40340,0.0097,,29364,0.3874,36745,0.7597,,,,,0.1524,,0.212,,0.786,0.2044,41914,30964,,,,,1735
6071002306,"Rialto Airport, Rialto, CA",37798,0.0044,,28817,0.3406,37802,0.7782,,,,,0.1421,,0.1775,,0.8263,0.215,38598,29705,,,,,1437
6071002307,"Fontana, CA",38565,0.0096,,28692,0.3876,35059,0.773,,,,,0.1233,,0.1776,,0.806,0.2851,39107,29309,,,,,1753
6071002401,"Fontana, CA",34870,0.0169,,25585,0.3737,34939,0.7129,,,,,0.1208,,0.1273,,0.848,0.2691,37243,27470,,,,,2994
6071002402,"Fontana, CA",33046,0.0143,,23641,0.3369,34363,0.715,,,,,0.1028,,0.122,,0.842,0.2419,34869,25519,,,,,2870
6071002501,"Fontana, CA",33357,0.0195,,25276,0.3442,34711,0.716,,,,,0.1044,,0.1443,,0.8363,0.2885,34977,26799,,,,,2335
6071002502,"Fontana, CA",38045,0.0167,,27428,0.3911,37026,0.7344,,,,,0.1366,,0.1598,,0.8177,0.255,40184,29061,,,,,2549
6071002601,"Fontana, CA",37374,0.0174,,27030,0.3777,38011,0.7069,,,,,0.1577,,0.1976,,0.807,0.2429,38482,28352,,,,,1568
6071002602,"Southridge Village, Fontana, CA",39437,0.0081,,29894,0.3648,36704,0.7529,,,,,0.1481,,0.2115,,0.8192,0.2026,40170,30868,,,,,2919
6071002604,"Southridge Village, Fontana, CA",36271,0.0231,,27205,0.3598,35024,0.7636,,,,,0.1075,,0.166,,0.8089,0.2161,36811,27778,,,,,1970
6071002606,"Southridge Village, Fontana, CA",38760,0.013,,28425,0.3736,37534,0.7707,,,,,0.1465,,0.1685,,0.7863,0.1837,39739,29260,,,,,2441
6071002607,"Southridge Village, Fontana, CA",37690,0.0176,,28268,0.3401,37125,0.7688,,,,,0.1261,,0.177,,0.825,0.1909,38373,28933,,,,,2694
6071002703,"Rialto, CA",38456,0.0145,,28654,0.3298,40729,0.7629,,,,,0.1319,,0.1985,,0.7986,0.1863,39159,29890,,,,,1242
6071002704,"Rialto, CA",39934,0.0179,,29140,0.3619,40259,0.7592,,,,,0.1544,,0.2078,,0.7806,0.2094,40256,30182,,,,,2317
6071002705,"Rialto, CA",37603,0.0133,,27496,0.3719,38664,0.742,,,,,0.1213,,0.1704,,0.783,0.2214,37707,27400,,,,,1466
6071002706,"Rialto, CA",38765,0.0118,,29534,0.3538,36334,0.7666,,,,,0.1529,,0.2264,,0.7563,0.2075,38528,29556,,,,,1769
6071002801,"Fontana, CA",32842,0.0171,,24611,0.3172,35378,0.7154,,,,,0.0815,,0.1577,,0.8111,0.1982,34982,26078,,,,,2066
6071002803,"Fontana, CA",32224,0.0409,,24059,0.3244,34227,0.732,,,,,0.1007,,0.1462,,0.8138,0.1966,32850,25172,,,,,1493
6071002804,"Fontana, CA",28269,0.0444,,21908,0.311,27140,0.6929,,,,,0.0694,,0.114,,0.8099,0.1601,29652,23171,,,,,2032
6071002901,"Fontana, CA",39560,0.0109,,28027,0.4197,37497,0.7424,,,,,0.1505,,0.1748,,0.8072,0.1955,40922,29510,,,,,1528
6071002902,"Fontana, CA",36263,0.0184,,26717,0.3755,33209,0.7286,,,,,0.1093,,0.1489,,0.8294,0.2056,36646,27921,,,,,2032
6071003000,"Downtown, Fontana, CA",31860,0.0292,,23428,0.3409,35008,0.6772,,,,,0.1129,,0.1661,,0.8063,0.2079,31572,23660,,,,,756
6071003101,"Fontana, CA",35450,0.0191,,25758,0.3788,37878,0.7329,,,,,0.1075,,0.1318,,0.7786,0.2029,36040,26482,,,,,1819
6071003102,"Fontana, CA",32209,0.0249,,22977,0.3508,38245,0.6812,,,,,0.1019,,0.1254,,0.8123,0.2303,33726,24639,,,,,1973
6071003200,"Fontana, CA",39532,0.0123,,28230,0.4068,35763,0.7457,,,,,0.1537,,0.1918,,0.805,0.2264,39805,28802,,,,,2512
6071003301,"Fontana, CA",36937,0.0072,,28704,0.3834,31695,0.7877,,,,,0.1155,,0.1738,,0.8267,0.2745,37537,29776,,,,,1521
